,,,GSE21935_Barnes_FSCZvsCTL,GSE21935_Barnes_MSCZvsCTL,GSE17612_Maycox_FSCZvsCTL,GSE17612_Maycox_MSCZvsCTL,GSE46509_Piet_FSCZvsCTL,GSE46509_Piet_MSCZvsCTL,GSE37981_Piet_FSCZvsCTL,GSE37981_Piet_MSCZvsCTL,female_scz_ancg_dge,female_scz_dlpfc_dge,female_scz_nacc_dge,male_scz_ancg_dge,male_scz_dlpfc_dge,male_scz_nAcc_dge
REGULATION OF BODY FLUID LEVELS,GOBP,GO:0050878,0,0,0,1.846779787,0,0,1.487180392,0,7.787273159,0,2.996542545,15.8804185,6.974342175,4.560692951
RESPONSE TO TRANSFORMING GROWTH FACTOR BETA,GOBP,GO:0071559,0,0,0,0,2.268544221,1.595675479,0,0,12.06814405,1.919315509,10.00640554,25.23254907,8.258634244,0
REGULATION OF CELL MORPHOGENESIS,GOBP,GO:0022604,0,2.071039665,0,0,0,0,0,0,13.47874407,2.498545711,2.637076168,26.64057029,4.462759878,2.2719664
NEGATIVE REGULATION OF CYTOKINE PRODUCTION,GOBP,GO:0001818,0,0,1.906058753,0,0,0,0,0,6.559401881,2.828810951,6.504189811,15.81328487,6.222776388,4.020425735
RESPONSE TO INTERLEUKIN-1,GOBP,GO:0070555,0,0,0,0,2.065185529,0,0,0,2.940683373,1.703469916,2.629498856,11.44904786,7.900060039,2.423444934
SALIVARY GLAND DEVELOPMENT,GOBP,GO:0007431,0,0,2.505280528,0,0,0,0,0,3.578272352,2.536249315,1.384616016,6.317437231,3.093147392,2.808344422
CELLULAR RESPONSE TO INTERLEUKIN-1,GOBP,GO:0071347,0,0,0,0,2.332920718,0,0,0,2.878878779,1.8489097,2.977519167,8.512184774,7.878811718,2.292035134
NEURON PROJECTION MORPHOGENESIS,GOBP,GO:0048812,0,2.486126735,0,0,0,0,0,0,14.53594783,5.900058473,3.683500755,21.68251682,3.670185744,1.43807412
REGULATION OF T CELL ACTIVATION,GOBP,GO:0050863,0,0,2.588338684,0,0,0,0,0,6.630428299,1.798243163,3.792462,5.651867099,1.460345772,2.856121517
REGULATION OF MULTI-ORGANISM PROCESS,GOBP,GO:0043900,0,0,1.424579818,0,0,0,0,0,4.948198553,4.385182103,3.107036217,14.67454921,3.696986634,7.180545438
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY,GOBP,GO:0030512,0,0,0,0,0,0,1.983145774,0,8.653358032,1.615569556,6.26418359,18.8103711,6.228089414,1.731000182
REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS,GOBP,GO:0090287,0,1.489608665,0,0,0,0,0,0,32.96260375,4.658636156,7.916506984,45.49386696,19.3526199,6.234947882
REGULATION OF HEART CONTRACTION,GOBP,GO:0008016,0,0,0,1.558099579,0,0,2.372629305,0,3.228065457,0,1.663504511,10.86138137,2.928766121,1.496703706
PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING,GOBP,GO:0014065,0,0,0,0,0,0,0,2.895775713,8.336112525,3.742549317,4.120935879,5.792019576,1.689303595,1.491004269
REGULATION OF JUN KINASE ACTIVITY,GOBP,GO:0043506,0,2.326892712,0,2.628623664,0,0,0,0,5.832864953,0,9.638146732,10.11363709,4.373980066,1.731000182
POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY,GOBP,GO:2001235,0,1.427296168,0,0,0,2.334253003,0,0,2.962567589,0,1.820102713,10.72725566,4.859885808,1.415023583
POSITIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY,GOBP,GO:0090100,0,0,0,1.677540947,0,0,0,0,7.053828686,1.393723202,5.243506551,18.56483673,9.846270006,2.377412554
EPITHELIAL TO MESENCHYMAL TRANSITION,GOBP,GO:0001837,0,0,1.580697633,0,1.504297296,1.858763172,0,0,5.228716735,0,3.518955104,7.374920464,4.576221744,0
KIDNEY DEVELOPMENT,GOBP,GO:0001822,0,0,1.532164899,4.473224692,0,0,0,0,4.056632715,2.92683615,2.294526505,11.12811107,6.548493363,0
T CELL ACTIVATION,GOBP,GO:0042110,0,0,3.263572346,0,0,0,1.581736125,0,9.565440742,0,2.172496397,7.00215405,2.426328549,2.349449919
MUSCLE STRUCTURE DEVELOPMENT,GOBP,GO:0061061,1.386906773,0,0,1.394190493,1.389962783,0,0,0,6.740167959,0,5.719503162,7.119838205,0,1.362593462
REGULATION OF APOPTOTIC SIGNALING PATHWAY,GOBP,GO:2001233,0,2.108047331,0,0,0,1.546287864,0,0,6.508037247,0,4.240622579,21.50252837,9.378309445,3.464221536
MORPHOGENESIS OF A BRANCHING STRUCTURE,GOBP,GO:0001763,0,0,0,3.081765188,2.689613631,1.375717845,0,0,7.147223531,6.360215209,0,11.34316752,5.841378631,0
NEGATIVE REGULATION OF LOCOMOTION,GOBP,GO:0040013,0,1.519881171,0,0,0,0,0,0,8.525336934,2.565564729,2.726766259,21.54016435,6.614047628,2.882539062
REGULATION OF CARDIAC MUSCLE TISSUE DEVELOPMENT,GOBP,GO:0055024,0,0,0,1.538976854,1.537006799,0,0,0,7.113754508,2.838388415,4.489458515,5.966672548,1.508343511,0
AMEBOIDAL-TYPE CELL MIGRATION,GOBP,GO:0001667,0,0,0,0,0,1.515193006,0,0,10.38984502,1.815449523,3.567107022,12.10594795,3.951238839,3.291999128
CARDIAC SEPTUM MORPHOGENESIS,GOBP,GO:0060411,0,0,0,1.998026439,1.544792544,1.574444249,0,0,3.359836646,0,2.161177736,4.79575402,3.323616,0
EXTRACELLULAR STRUCTURE ORGANIZATION,GOBP,GO:0043062,0,0,0,2.538390615,2.780616173,0,1.347983562,0,4.650129424,0,2.72718871,2.902408491,1.425607329,0
POSITIVE REGULATION OF VIRAL LIFE CYCLE,GOBP,GO:1903902,0,0,0,0,1.827972503,0,0,0,1.809160244,2.980140556,2.067766238,5.914600093,2.381849042,5.345585851
MUSCLE CELL DEVELOPMENT,GOBP,GO:0055001,0,0,0,0,1.5542163,0,1.376710907,1.400346937,1.508460591,0,1.605795253,5.699264088,0,1.339655113
REGULATION OF BLOOD VESSEL ENDOTHELIAL CELL MIGRATION,GOBP,GO:0043535,0,0,0,0,0,2.097383269,0,0,9.994461984,2.611618161,2.340410926,21.43030052,4.896671913,2.145058703
POSITIVE REGULATION OF ERK1 AND ERK2 CASCADE,GOBP,GO:0070374,0,1.411877303,1.711938536,0,0,0,0,0,9.089996967,3.454282772,5.930746665,12.65764231,6.024026596,0
NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION,GOBP,GO:0051250,0,0,2.642242011,0,0,1.799476911,0,0,4.517153661,0,1.438508758,3.958601316,2.532126619,5.924638965
POSITIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS,GOBP,GO:0046889,0,0,1.677307016,0,0,0,0,0,3.337802392,1.59589297,1.752083214,2.962279141,1.370722236,3.008740394
PEPTIDYL-SERINE MODIFICATION,GOBP,GO:0018209,0,0,0,0,0,1.666438052,0,0,7.645120629,4.509786054,3.751323556,33.38974556,4.003869428,3.869728653
CARDIAC CHAMBER MORPHOGENESIS,GOBP,GO:0003206,0,0,0,2.61697269,1.829062525,1.324744269,0,0,4.388251333,0,5.017923713,4.67539016,2.019798711,0
TISSUE MIGRATION,GOBP,GO:0090130,0,0,0,1.316734029,0,1.550011585,0,0,5.964419231,0,2.241243525,9.446332351,3.108854869,3.360323955
CIRCULATORY SYSTEM PROCESS,GOBP,GO:0003013,0,0,2.609529124,0,0,0,1.589327108,0,4.028477807,0,3.706363717,14.24914827,1.417754519,3.955483972
REPRODUCTIVE SYSTEM DEVELOPMENT,GOBP,GO:0061458,0,0,0,1.619543438,0,1.84260036,0,0,1.8416829,0,1.658388097,7.001619218,6.387684161,1.405534627
POSITIVE REGULATION OF JUN KINASE ACTIVITY,GOBP,GO:0043507,0,2.319277556,0,2.348804525,0,0,0,0,4.034474857,0,5.920575624,11.13679603,4.091541283,2.089678385
REGULATION OF JNK CASCADE,GOBP,GO:0046328,0,1.590213943,0,0,0,0,0,0,15.60656451,1.795892646,16.64029786,31.27369371,6.786124873,3.230134214
REGULATION OF LYMPHOCYTE PROLIFERATION,GOBP,GO:0050670,0,0,2.089819965,0,0,0,0,0,5.747760748,2.379965977,4.130155445,3.738714956,2.06814253,2.993060966
RESPONSE TO MECHANICAL STIMULUS,GOBP,GO:0009612,0,0,0,1.335084149,0,0,0,0,3.821434576,3.473918712,1.453137172,14.18593128,6.826878037,1.415612309
REPRODUCTIVE STRUCTURE DEVELOPMENT,GOBP,GO:0048608,0,0,0,1.661283216,0,1.69511278,0,0,1.869973365,0,1.678431406,7.101283241,6.443530009,1.427578091
CARDIAC MUSCLE TISSUE DEVELOPMENT,GOBP,GO:0048738,0,0,0,1.963542404,3.450614766,0,0,2.05884715,3.116162336,0,3.166325276,6.777062275,2.413017868,0
REGULATION OF STRESS-ACTIVATED MAPK CASCADE,GOBP,GO:0032872,0,2.542128308,0,0,0,0,0,0,16.43931348,3.260203663,15.40593133,37.91050942,11.82600192,4.578941814
POSITIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS,GOBP,GO:1903846,0,0,0,1.618533748,0,0,1.52316704,0,1.604769041,0,2.306603602,3.262900787,5.283250049,1.770896447
REGULATION OF CHEMOTAXIS,GOBP,GO:0050920,0,1.542452291,0,0,0,0,0,0,16.91187068,5.43887903,1.796028294,13.72792203,7.147597514,2.540325841
REGULATION OF MONONUCLEAR CELL PROLIFERATION,GOBP,GO:0032944,0,0,2.039470956,0,0,0,0,0,6.331731462,2.36604832,4.095006584,4.079641486,2.535574191,2.959215716
REGULATION OF RESPONSE TO WOUNDING,GOBP,GO:1903034,0,1.672024685,2.235295978,0,0,0,0,0,8.377939107,0,1.623925139,10.76550817,3.142586696,3.688595566
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING,GOBP,GO:0014068,0,0,2.651243296,0,0,0,0,1.584742432,8.166385002,1.548880726,0,11.01490737,6.850027645,1.592387909
EXOCRINE SYSTEM DEVELOPMENT,GOBP,GO:0035272,0,0,1.726129112,0,0,0,0,0,3.861289283,2.266372431,2.009419176,6.730966449,3.560029186,2.297066014
POSITIVE REGULATION OF DEFENSE RESPONSE,GOBP,GO:0031349,0,0,5.905947644,0,1.331516776,0,0,0,6.060474384,0,3.149079108,20.77419284,9.128537942,2.335832001
REGULATION OF NEURON PROJECTION DEVELOPMENT,GOBP,GO:0010975,0,1.379649115,0,0,0,0,0,0,9.030492307,1.819344071,2.604821623,22.55067542,4.411231742,1.911212294
NEPHRON DEVELOPMENT,GOBP,GO:0072006,1.310412237,0,0,2.016388471,0,0,0,0,4.182877448,1.304272703,1.827977053,6.094320132,3.905903916,0
POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS,GOBP,GO:0032103,0,0,4.260233259,0,0,0,0,0,10.77012408,2.606569787,3.339266338,17.32408761,7.43848484,2.977058153
NEGATIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS,GOBP,GO:1903845,0,0,0,0,0,0,1.869918565,0,8.438581583,1.586247443,6.128188342,20.40573724,8.089172158,2.289537433
NEGATIVE REGULATION OF BLOOD VESSEL MORPHOGENESIS,GOBP,GO:2000181,0,2.26837845,0,0,0,0,0,0,7.547898621,2.322449999,1.916472686,8.5051218,1.457846383,4.215203856
CAMERA-TYPE EYE DEVELOPMENT,GOBP,GO:0043010,0,0,0,1.669772591,2.712460453,1.326014937,0,0,5.087930624,0,4.227781111,8.173934042,3.579144698,0
NEGATIVE REGULATION OF ERK1 AND ERK2 CASCADE,GOBP,GO:0070373,0,2.520534485,0,0,0,2.120288355,0,0,3.851694523,1.734162678,0,4.953055889,3.07820263,1.363533994
ENDOTHELIAL CELL MIGRATION,GOBP,GO:0043542,0,0,1.56172099,0,0,1.821717894,0,0,6.688325784,0,1.332356374,6.679066198,3.179578841,1.422569142
MAMMARY GLAND DEVELOPMENT,GOBP,GO:0030879,0,0,1.533661107,2.506481265,0,0,0,0,7.39345462,1.323916405,3.276472875,12.01410235,1.41670717,0
RESPONSE TO DECREASED OXYGEN LEVELS,GOBP,GO:0036293,0,0,0,1.598421599,0,0,0,0,5.699517665,2.464753423,6.756809316,20.19689559,16.94272512,3.543863321
POSITIVE REGULATION OF NEUROGENESIS,GOBP,GO:0050769,0,1.619625585,0,0,0,0,0,0,9.920353533,1.950638943,2.463328757,20.44783043,4.899098021,3.789730601
POSITIVE REGULATION OF DEPHOSPHORYLATION,GOBP,GO:0035306,0,0,0,0,1.740999148,0,0,1.471297605,3.58404391,0,1.489758267,3.798376479,2.655672054,1.622816962
REGULATION OF LEUKOCYTE CELL-CELL ADHESION,GOBP,GO:1903037,0,0,2.505616209,0,0,0,0,0,7.408468817,1.829604432,3.885712644,5.470053617,2.308087322,3.901888749
REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION,GOBP,GO:0010717,0,0,0,2.571646871,1.729988454,0,0,0,10.78353646,0,3.889981468,13.93948568,3.164067321,2.720066013
POSITIVE REGULATION OF CYTOKINE PRODUCTION,GOBP,GO:0001819,0,0,3.412653873,0,0,0,0,2.591230181,11.73056536,0,10.54012209,17.28592929,7.874036381,5.788010152
RESPONSE TO LIPOPOLYSACCHARIDE,GOBP,GO:0032496,0,0,2.851658175,0,1.970569128,0,0,0,7.169931905,2.679398768,4.080849261,7.278512817,1.631507227,0
REGULATION OF MICROTUBULE CYTOSKELETON ORGANIZATION,GOBP,GO:0070507,2.095469605,0,0,0,1.903204111,0,0,0,0,2.632830087,2.125779529,9.296552124,1.529903354,2.03085018
RESPONSE TO MOLECULE OF BACTERIAL ORIGIN,GOBP,GO:0002237,0,0,2.684275137,0,1.913431782,0,0,0,8.583790044,2.577173272,3.845408425,7.081768585,1.49147113,0
CELL PART MORPHOGENESIS,GOBP,GO:0032990,0,2.534366104,0,0,0,0,0,0,15.76343146,5.691953652,4.436051652,21.94667653,3.822396089,1.540253262
POSITIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION,GOBP,GO:1903039,0,0,0,0,0,0,1.314139004,0,8.042198104,1.497679248,3.925191687,2.351785442,1.498792401,1.884053928
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION,GOBP,GO:0032481,0,0,0,0,0,2.019355856,0,2.202353368,3.373594745,0,2.513985625,3.560050909,1.38694778,2.3407209
REGULATION OF BINDING,GOBP,GO:0051098,0,0,1.953945334,0,0,0,0,0,8.259666877,2.390606892,3.97765401,18.57666061,3.244839364,5.351711892
PROSTATE GLAND DEVELOPMENT,GOBP,GO:0030850,1.383655742,0,1.301456322,2.38823772,0,0,0,0,1.362094474,0,0,2.671373089,1.721028303,1.521778851
OSSIFICATION,GOBP,GO:0001503,0,0,0,0,1.533975697,0,1.517471021,0,3.195298942,0,4.120601402,10.36612656,5.371039221,1.966369451
REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING,GOBP,GO:0043122,0,2.058078944,0,0,0,0,0,0,14.64088542,4.085623671,7.393440906,49.36263613,14.74420408,11.20601266
REGULATION OF PROTEIN BINDING,GOBP,GO:0043393,0,0,2.29789888,0,0,0,0,0,6.287117489,2.512104543,1.453137172,15.62019882,1.376504611,2.285069488
POSITIVE REGULATION OF JNK CASCADE,GOBP,GO:0046330,0,1.617561316,0,1.369623735,0,0,0,0,11.94604363,0,11.2882401,25.55998747,5.893482639,2.440692893
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY,GOBP,GO:2001236,0,3.852188425,0,0,0,1.537396596,0,0,3.9070735,0,1.448943633,13.41349258,5.279896103,3.217365149
MUSCLE TISSUE DEVELOPMENT,GOBP,GO:0060537,0,0,0,2.115012109,2.110557746,0,0,0,4.783047431,0,4.397274691,5.382673339,3.216139168,1.717745621
PLASMA MEMBRANE BOUNDED CELL PROJECTION MORPHOGENESIS,GOBP,GO:0120039,0,2.405120543,0,0,0,0,0,0,15.09831034,5.867209906,3.642586043,22.0533262,4.084823778,1.411369153
NEGATIVE REGULATION OF ANGIOGENESIS,GOBP,GO:0016525,0,2.014880076,0,0,0,0,0,0,7.653700765,2.34389344,1.947314393,8.668521042,1.486120317,4.28083833
NEGATIVE REGULATION OF CELL MIGRATION,GOBP,GO:0030336,0,1.395371784,0,0,0,0,0,0,5.846241041,2.963280594,2.886818829,16.50599211,4.100790343,2.821810015
REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION,GOBP,GO:0050730,0,0,1.589101253,0,0,0,0,0,18.44698702,3.979604541,3.000884252,17.89649586,8.375386038,3.998510111
MORPHOGENESIS OF AN EPITHELIUM,GOBP,GO:0002009,0,0,0,2.012047061,3.526655058,0,0,0,15.22284677,5.460376394,3.30750862,15.15068606,4.979589382,0
SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION,GOBP,GO:0023014,0,0,0,0,1.615133558,0,0,0,10.88478455,4.653068116,6.44584619,46.86748776,11.80704588,4.617602195
REGULATION OF FAT CELL DIFFERENTIATION,GOBP,GO:0045598,0,0,0,1.461423099,1.459001273,0,1.923650597,0,2.694582266,3.241258047,4.612511291,6.214208207,0,0
NEURAL CREST CELL DIFFERENTIATION,GOBP,GO:0014033,0,1.333547404,0,1.511701719,0,0,0,0,3.885975746,1.548880726,3.176497288,3.253913651,1.889592063,0
REGENERATION,GOBP,GO:0031099,0,0,1.409568521,0,0,0,0,0,4.487145467,4.035870527,1.98090182,8.996904861,5.99964652,1.579467784
VASCULAR PROCESS IN CIRCULATORY SYSTEM,GOBP,GO:0003018,0,0,0,0,0,1.420276552,1.517491244,0,3.773370768,0,3.942347046,10.80016893,1.914199322,2.53733929
REGIONALIZATION,GOBP,GO:0003002,0,0,0,1.903855114,1.8995215,0,0,0,5.885578063,1.875884175,3.438894233,3.861407189,1.597384727,0
LUNG DEVELOPMENT,GOBP,GO:0030324,0,0,0,0,1.986084195,1.375717845,0,0,4.340947905,2.900356725,2.521373519,8.031049251,3.024377571,0
MUSCLE SYSTEM PROCESS,GOBP,GO:0003012,1.43594703,0,0,0,0,0,1.546042034,0,1.630343635,0,5.019487658,8.575015615,1.419143111,3.437749695
REGULATION OF CELL GROWTH,GOBP,GO:0001558,0,0,0,2.67412362,0,0,0,0,12.06685817,5.555895275,1.625532778,21.23828984,6.900218167,3.163872381
REGULATION OF MICROTUBULE-BASED PROCESS,GOBP,GO:0032886,2.585540758,0,0,0,1.997575627,0,0,0,0,4.292858252,1.747309216,9.604651219,3.068738028,2.008377479
NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION,GOBP,GO:0045638,1.349375166,0,0,0,1.504297296,0,2.188460021,0,2.19778447,1.667165684,0,3.901479926,0,2.504471203
POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY,GOBP,GO:0030511,0,0,0,1.618533748,0,0,1.52316704,0,1.604769041,0,2.306603602,3.262900787,5.283250049,1.770896447
NEGATIVE REGULATION OF VASCULATURE DEVELOPMENT,GOBP,GO:1901343,0,1.812578418,0,0,0,0,0,0,7.785326305,2.201885321,2.381160477,9.668520814,1.301726415,3.850081451
NEGATIVE REGULATION OF CELLULAR COMPONENT MOVEMENT,GOBP,GO:0051271,0,1.602213208,0,0,0,0,0,0,7.654078233,3.509819302,3.42624614,17.15142295,5.022655913,2.211689622
ACTIN CYTOSKELETON REORGANIZATION,GOBP,GO:0031532,1.727196605,1.52541411,0,0,0,0,0,0,5.799728793,2.999118476,0,6.003641107,1.687927335,2.089678385
POSITIVE REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING,GOBP,GO:0043123,0,2.435883852,0,0,0,0,0,0,12.44378037,2.649746301,5.597535387,44.72115628,13.64749257,8.611650751
LYSOSOMAL MEMBRANE,GOCC,GO:0005765,0,1.90786071,1.391569611,0,0,0,0,0,3.839249411,0,1.341281009,4.227267005,2.028585586,2.904566639
CYTOPLASMIC VESICLE LUMEN,GOCC,GO:0060205,0,0,2.508622272,0,0,0,0,0,1.754676295,1.737916667,1.666423667,6.435340298,3.96612099,2.272106966
VESICLE LUMEN,GOCC,GO:0031983,0,0,2.486066114,0,0,0,0,0,1.744818802,1.733724503,1.659162684,6.830295647,4.490285523,2.261127979
LYTIC VACUOLE MEMBRANE,GOCC,GO:0098852,0,1.90786071,1.391569611,0,0,0,0,0,3.839249411,0,1.341281009,4.227267005,2.028585586,2.904566639
SECRETORY GRANULE LUMEN,GOCC,GO:0034774,0,0,2.436169396,0,0,0,0,0,1.941609839,1.816062417,1.394996582,6.203210094,3.706213416,2.479325115
APICAL PART OF CELL,GOCC,GO:0045177,0,0,2.607418076,0,1.322669228,0,0,0,5.668697054,3.614950495,0,14.78644445,2.944564905,2.947484223
INTEGRIN BINDING,GOMF,GO:0005178,0,3.250369023,1.469832405,0,2.14037087,0,0,0,5.609809075,0,0,5.538768223,2.754597399,2.286851122
RECEPTOR TYROSINE KINASE BINDING,GOMF,GO:0030971,0,0,1.740361128,0,0,0,0,0,5.445370892,2.889566785,3.647558829,14.13520577,4.749844584,3.381964905
GROWTH FACTOR RECEPTOR BINDING,GOMF,GO:0070851,0,0,1.723148428,0,0,0,0,0,6.313773921,3.083805498,5.958756464,10.58591312,4.073930722,2.268482291
PROTEIN TYROSINE PHOSPHATASE ACTIVITY,GOMF,GO:0004725,0,4.006161067,1.317854998,0,0,0,0,1.614310148,1.575292372,0,0,4.650087996,1.606571039,1.852754581
PROTEIN TYROSINE KINASE BINDING,GOMF,GO:1990782,0,0,2.59212675,0,0,0,0,0,8.466460727,2.50677698,4.625979776,16.04578931,3.785181668,4.002754359
UBIQUITIN-LIKE PROTEIN LIGASE BINDING,GOMF,GO:0044389,0,0,0,0,1.847660535,0,0,0,3.277347039,4.426426945,5.919314318,13.29880381,7.557761976,5.669682075
MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE BINDING,GOMF,GO:0031435,0,2.452603844,1.380228604,0,0,0,1.664817139,0,2.179188864,0,1.714737417,7.099408105,0,1.351268368
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS,GOMF,GO:0106311,0,0,0,1.517756487,0,0,0,0,19.75578414,3.15338439,12.56087478,65.93511284,15.33043216,13.10288649
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS,GOMF,GO:0106310,0,0,0,1.517756487,0,0,0,0,19.75578414,3.15338439,12.56087478,65.93511284,15.33043216,13.10288649
UBIQUITIN PROTEIN LIGASE BINDING,GOMF,GO:0031625,0,0,0,0,1.699063118,0,0,0,3.128804057,4.600889864,4.900721245,10.35220136,7.326403468,4.910134743
TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY,GOBP,GO:0007178,0,0,0,0,0,2.608437217,0,0,11.37571223,1.72728616,8.023051922,36.54939398,9.738702093,0
ANIMAL ORGAN REGENERATION,GOBP,GO:0031100,0,0,3.529100573,0,0,0,0,0,2.282797911,2.872258263,1.939545865,5.416835877,5.65636882,0
RESPONSE TO INSULIN,GOBP,GO:0032868,0,0,0,0,0,0,0,0,5.526844425,4.228583752,5.394857719,24.85977753,12.59778287,7.128080634
COLLAGEN-ACTIVATED SIGNALING PATHWAY,GOBP,GO:0038065,0,1.418686691,0,0,2.037496218,0,0,0,6.351278463,0,1.8680128,5.371823593,1.641491093,0
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY,GOBP,GO:0045736,0,1.931710105,0,0,0,0,0,0,3.426260632,4.062839697,1.328135432,2.498964877,2.972533721,0
REGULATION OF TUBE DIAMETER,GOBP,GO:0035296,0,0,0,0,0,0,1.316595325,0,3.316996317,0,3.064582747,5.679248372,1.805520658,1.980436168
REGULATION OF BLOOD VESSEL DIAMETER,GOBP,GO:0097746,0,0,0,0,0,0,1.316595325,0,3.316996317,0,3.064582747,5.679248372,1.805520658,1.980436168
KIDNEY EPITHELIUM DEVELOPMENT,GOBP,GO:0072073,0,0,0,3.3438348,1.386653141,0,0,0,4.967561033,0,1.856827535,6.219535427,3.961962157,0
LEUKOCYTE DIFFERENTIATION,GOBP,GO:0002521,0,0,2.508622272,0,0,0,0,0,15.08875788,3.296449019,2.564411661,11.78639343,2.969727011,0
MEMBRANE DOCKING,GOBP,GO:0022406,0,0,1.332642461,0,1.525564748,1.711124975,0,0,0,0,0,3.455860298,2.123280252,1.697905531
TOLL-LIKE RECEPTOR SIGNALING PATHWAY,GOBP,GO:0002224,1.779441463,0,2.328946968,0,0,0,0,0,1.575292372,0,1.437158326,5.86692345,1.606571039,0
RHYTHMIC PROCESS,GOBP,GO:0048511,0,0,0,0,0,0,0,1.489879765,0,2.114617077,4.08893015,10.2573488,4.699710051,2.365335698
POSITIVE REGULATION OF FIBROBLAST PROLIFERATION,GOBP,GO:0048146,0,0,1.749824903,0,0,0,0,0,5.286171434,3.488343699,0,7.492803035,1.467572052,3.720822209
REGULATION OF CARDIAC MUSCLE TISSUE GROWTH,GOBP,GO:0055021,0,0,0,0,1.411673977,0,1.300110759,0,3.730385716,3.230630746,2.371099531,5.4873614,0,0
REGULATION OF SODIUM ION TRANSPORT,GOBP,GO:0002028,0,0,0,0,0,0,0,0,1.920571553,1.55804576,2.403216448,16.73506755,2.589571698,2.215665225
POSITIVE REGULATION OF NEURON DEATH,GOBP,GO:1901216,0,0,2.601692283,0,0,0,0,0,3.134113667,0,2.361057996,8.464278629,4.079837472,3.553617391
NEGATIVE REGULATION OF KINASE ACTIVITY,GOBP,GO:0033673,0,0,0,0,0,0,0,0,19.9263257,7.152654467,12.11728981,34.22623471,14.00851498,9.041343175
REGULATION OF INSULIN SECRETION,GOBP,GO:0050796,0,0,0,0,1.608947787,0,0,0,4.521675721,0,1.729435491,2.06253062,2.18056286,2.227221061
SEMI-LUNAR VALVE DEVELOPMENT,GOBP,GO:1905314,0,0,0,2.669909519,1.527857738,0,0,0,1.919878063,0,3.902556101,9.102856386,2.40723651,0
NEGATIVE REGULATION OF HEMOPOIESIS,GOBP,GO:1903707,0,0,0,0,0,0,1.650447876,0,3.035327508,3.118691816,2.190706457,5.645178935,0,1.797436598
MYELOID CELL DIFFERENTIATION,GOBP,GO:0030099,0,1.41022737,0,1.45462865,0,0,0,0,9.843970382,1.541361959,0,7.861339186,2.521608787,0
REGULATION OF PRI-MIRNA TRANSCRIPTION BY RNA POLYMERASE II,GOBP,GO:1902893,0,0,1.406802353,0,0,0,0,0,1.573654327,0,1.612168848,8.396906513,5.832318041,2.533202181
RESPONSE TO PEPTIDE HORMONE,GOBP,GO:0043434,0,0,0,0,0,0,0,0,10.67992399,3.867213024,8.840181438,31.99562725,13.80375722,7.694165166
NEGATIVE REGULATION OF MUSCLE CELL DIFFERENTIATION,GOBP,GO:0051148,0,0,0,0,0,0,0,0,3.53732751,1.874773474,3.153786849,5.125236408,2.622776473,1.598636731
CELLULAR RESPONSE TO AMYLOID-BETA,GOBP,GO:1904646,0,2.291412542,0,0,0,1.372526256,0,0,3.794664345,0,0,7.560293836,1.658581864,1.461230652
MAMMARY GLAND EPITHELIUM DEVELOPMENT,GOBP,GO:0061180,0,0,1.496536445,0,2.679828532,0,0,0,3.130383739,0,2.521415721,6.848110284,2.098517703,0
POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION,GOBP,GO:0046579,0,0,1.826327892,1.311477191,0,0,0,0,2.37250874,1.734162678,0,11.5142248,4.841026292,0
POSITIVE REGULATION OF GLIAL CELL DIFFERENTIATION,GOBP,GO:0045687,0,1.532364924,0,0,0,0,0,0,2.672167253,0,1.858864768,4.382801415,1.544708827,1.351129784
