,,,GSE21935_Barnes_FSCZvsCTL,GSE21935_Barnes_MSCZvsCTL,GSE17612_Maycox_FSCZvsCTL,GSE17612_Maycox_MSCZvsCTL,GSE46509_Piet_FSCZvsCTL,GSE46509_Piet_MSCZvsCTL,GSE37981_Piet_FSCZvsCTL,GSE37981_Piet_MSCZvsCTL,female_scz_ancg_dge,female_scz_dlpfc_dge,female_scz_nacc_dge,male_scz_ancg_dge,male_scz_dlpfc_dge,male_scz_nAcc_dge
REGULATION OF ENDOTHELIAL CELL MIGRATION,GOBP,GO:0010594,0,1.842713146,2.739218763,0,3.458744557,3.284006637,1.496190691,0,3.969852501,1.58843327,0,2.269556755,0,0
REGULATION OF AUTOPHAGY,GOBP,GO:0010506,1.347993652,2.472713724,3.329386632,1.415011345,0,7.947095855,4.026130089,0,0,0,0,1.848083408,0,1.534033019
CELL CYCLE ARREST,GOBP,GO:0007050,2.647098857,1.337616903,2.177164558,0,0,2.608927385,2.535596463,2.954027131,0,0,0,0,2.087789186,2.226065855
POSITIVE REGULATION OF CHROMOSOME ORGANIZATION,GOBP,GO:2001252,2.237499907,2.40547186,0,0,0,3.071389473,2.980101083,1.72401753,1.701173984,0,0,2.616516235,0,1.795874595
VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,GOBP,GO:0048010,2.613879473,2.160777998,2.244238995,0,3.934235946,1.51322545,1.476173935,0,3.063747717,0,0,1.532057961,0,0
GLYCEROPHOSPHOLIPID METABOLIC PROCESS,GOBP,GO:0006650,0,0,3.475044368,0,0,2.007915441,1.320899486,1.463561844,1.790130976,0,2.314643128,3.189581191,3.752445471,0
POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION,GOBP,GO:0010634,0,1.308055221,1.382543381,0,3.71671561,3.539631775,1.639081378,1.335246,2.926233244,0,0,3.360526564,0,0
CELLULAR RESPONSE TO STARVATION,GOBP,GO:0009267,0,1.650202494,3.302862619,2.273660871,0,4.977453537,1.349674907,0,0,0,0,5.031229517,2.598923232,1.376279781
POSITIVE REGULATION OF EPITHELIAL CELL PROLIFERATION,GOBP,GO:0050679,0,0,2.545220669,2.322681906,3.254583998,2.208892365,0,0,2.107279527,1.474545623,0,2.042603795,1.819863083,0
CHROMATIN REMODELING,GOBP,GO:0006338,2.412772615,3.46675541,0,1.637706455,1.652310875,2.375331326,0,3.526441891,0,0,0,0,1.30365729,3.065039563
RESPONSE TO GAMMA RADIATION,GOBP,GO:0010332,1.746350175,0,0,0,1.79790383,1.726667183,2.855652865,3.693004961,0,0,0,1.833724048,1.397038524,3.587252823
POSITIVE REGULATION OF CYTOKINE PRODUCTION,GOBP,GO:0001819,2.594012957,4.78340927,3.67231896,1.498440245,1.519387642,0,2.421337516,4.18593435,3.049484573,0,0,0,0,0
CELL PART MORPHOGENESIS,GOBP,GO:0032990,0,7.680231338,2.317843113,4.042831249,2.646159693,0,2.951563305,2.763061964,2.190169,0,0,3.386452065,0,0
POSITIVE REGULATION OF BINDING,GOBP,GO:0051099,0,1.808335607,1.909598448,1.604205078,4.442839172,2.329465603,1.47006205,0,1.5621847,0,0,4.304513106,0,0
REGULATION OF BINDING,GOBP,GO:0051098,2.59435234,1.820237883,3.247779207,2.000910018,6.207383096,3.28179365,0,0,0,1.326687278,0,2.535164477,0,0
REGULATION OF MUSCLE CELL DIFFERENTIATION,GOBP,GO:0051147,1.658843634,0,3.792514212,3.582841557,2.619166479,1.631589137,0,2.797922731,1.437160092,0,0,3.409368408,0,0
REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING,GOBP,GO:0043122,2.604342304,8.96411095,8.265037816,0,0,3.395204533,1.737030504,2.662958024,0,1.857034969,0,3.021130315,0,0
POSITIVE REGULATION OF ACTIN FILAMENT BUNDLE ASSEMBLY,GOBP,GO:0032233,0,1.323210209,1.377513787,1.659085445,1.669558692,1.599156345,0,1.343081024,2.677066594,0,0,2.279044466,0,0
POSITIVE REGULATION OF PROTEOLYSIS,GOBP,GO:0045862,0,5.110956664,3.130584012,0,5.111093675,3.959476935,3.054699122,2.368274571,0,1.86305464,0,1.614326488,0,0
POSITIVE REGULATION OF JNK CASCADE,GOBP,GO:0046330,1.83495811,7.236017261,3.182872419,0,1.908258838,0,2.650259867,1.44400289,0,0,1.565341593,1.761651793,0,0
PLASMA MEMBRANE BOUNDED CELL PROJECTION MORPHOGENESIS,GOBP,GO:0120039,0,7.112734144,2.434431994,3.430094134,2.756305397,0,3.077027125,2.897166309,2.145289409,0,0,3.158689036,0,0
CELLULAR RESPONSE TO RADIATION,GOBP,GO:0071478,1.535248282,0,1.892530168,1.591126446,1.605629168,3.214010995,5.125518254,3.429957545,0,0,0,0,0,2.442657961
POSITIVE REGULATION OF MAP KINASE ACTIVITY,GOBP,GO:0043406,4.227322661,8.687710997,6.024075655,1.836437008,4.404090962,0,1.663036175,4.942842768,0,0,0,1.430160082,0,0
FOREBRAIN DEVELOPMENT,GOBP,GO:0030900,1.888741994,10.72338399,0,1.976492777,2.702969576,4.041740258,0,3.081732393,2.671900157,0,0,2.200823597,0,0
REGULATION OF OSSIFICATION,GOBP,GO:0030278,0,2.31844755,0,4.092265615,3.150637145,3.912607976,2.059070057,1.656917132,0,1.416872504,2.17046829,0,0,0
POSITIVE REGULATION OF PROTEIN KINASE B SIGNALING,GOBP,GO:0051897,2.34877188,0,4.464989892,2.426478315,1.605629168,1.508515357,2.240120903,4.34208951,1.914975362,0,0,0,0,0
POSITIVE REGULATION OF PROTEIN COMPLEX ASSEMBLY,GOBP,GO:0031334,0,1.714414198,1.832532853,1.733424458,0,3.11197477,2.244071766,3.104587296,1.516792205,0,0,2.427285298,0,0
REGULATION OF PROTEIN KINASE B SIGNALING,GOBP,GO:0051896,2.724982458,3.52451577,5.508455152,3.719546542,2.846457805,2.678826086,2.590320772,5.349923801,0,0,0,0,0,0
REGIONALIZATION,GOBP,GO:0003002,0,2.101824892,1.636713003,0,2.2772026,2.850748792,0,2.811103363,0,1.517034462,2.119695653,2.379869466,0,0
NEGATIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY,GOBP,GO:0090101,2.680801216,0,1.435754173,6.095245582,1.848250762,2.642534177,0,1.387957453,2.121353434,0,0,1.857723469,0,0
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS,GOBP,GO:0043281,2.054145844,4.619369829,2.310269755,0,1.3913766,3.736552505,2.746168588,2.986264342,0,0,0,1.450283721,0,0
REGULATION OF CELL GROWTH,GOBP,GO:0001558,1.701916524,2.706575918,1.716519477,5.667718411,0,1.661441043,0,0,2.763854498,0,0,3.701287103,1.987651333,0
CELLULAR DIVALENT INORGANIC CATION HOMEOSTASIS,GOBP,GO:0072503,1.510276678,1.373891025,2.011595675,1.592153407,1.613527503,4.123045513,1.39735354,0,2.144285477,0,0,0,0,0
PHOSPHOLIPID METABOLIC PROCESS,GOBP,GO:0006644,0,0,3.629570731,0,0,1.690557552,2.217661911,1.665684763,2.208984331,0,2.416572922,2.845287776,3.117943508,0
NUCLEAR CHROMOSOME PART,GOCC,GO:0044454,2.68375899,4.297137984,1.471102378,0,1.9935241,2.637767818,0,3.535058048,0,0,0,3.338673394,0,2.10436475
FOCAL ADHESION,GOCC,GO:0005925,0,1.513488564,4.154880306,0,3.862725737,0,1.521165084,2.671269636,4.376854474,0,2.576327445,5.616971953,0,0
CELL-SUBSTRATE JUNCTION,GOCC,GO:0030055,0,1.483429735,4.095179485,0,3.813356958,0,1.494574265,2.626737265,4.659061032,0,2.505745329,5.709547917,0,0
CELL-SUBSTRATE ADHERENS JUNCTION,GOCC,GO:0005924,0,1.504826974,4.137697792,0,3.848520723,0,1.513506503,2.658446826,4.340460773,0,2.555960402,5.550964897,0,0
ATPASE COMPLEX,GOCC,GO:1904949,3.070407602,4.457440111,1.706652481,0,0,4.134936202,0,2.51618099,0,0,0,2.588506799,1.758586517,1.627498804
MEMBRANE REGION,GOCC,GO:0098589,1.371185662,3.178031571,4.128491376,0,2.105210506,1.950418218,0,1.961145638,2.991748178,0,0,3.450207678,0,0
SMAD BINDING,GOMF,GO:0046332,1.445116348,0,2.112400266,1.484811871,3.749151218,2.449038625,2.392211031,2.060085145,0,0,0,2.403052463,0,0
"ATPASE ACTIVITY, COUPLED",GOMF,GO:0042623,2.956172174,5.971410421,0,2.295157154,0,2.901638694,0,7.001193307,0,0,0,3.979425491,1.784732497,5.3239899
MAGNESIUM ION BINDING,GOMF,GO:0000287,2.012158532,2.133180952,1.575299754,2.08715855,0,0,0,2.179061879,0,0,0,3.252330145,2.171647153,1.67532802
RNA POLYMERASE II TRANSCRIPTION FACTOR BINDING,GOMF,GO:0001085,1.735037355,1.322709611,4.963667589,2.704557337,0,0,2.513760679,3.846754893,0,0,0,6.747747766,1.600141707,0
HELICASE ACTIVITY,GOMF,GO:0004386,1.608856549,5.446832759,0,5.667359513,2.549481973,3.344547052,2.341061199,7.704704778,0,0,0,0,0,1.838442905
PROTEIN PHOSPHATASE BINDING,GOMF,GO:0019903,2.561005892,3.689590349,1.353511317,0,1.760593513,1.661241617,0,2.028889593,2.344300266,0,0,2.141790838,0,0
TRANSCRIPTION COFACTOR BINDING,GOMF,GO:0001221,0,0,3.50237715,1.659085445,2.825530538,0,0,3.429534868,0,1.628518022,4.959410593,1.831281166,0,2.452830013
DNA HELICASE ACTIVITY,GOMF,GO:0003678,1.445116348,3.030633748,0,3.727479871,2.555960067,2.449038625,1.389431858,5.389862348,0,0,0,0,0,3.117649719
REGULATION OF COFACTOR METABOLIC PROCESS,GOBP,GO:0051193,1.955631188,1.529887989,3.388352482,2.014611245,0,0,0,1.558238273,0,0,0,2.191298783,1.573091047,0
REGULATION OF GENERATION OF PRECURSOR METABOLITES AND ENERGY,GOBP,GO:0043467,2.479954642,3.567713945,2.833513465,2.55854883,0,3.381893021,0,1.952117522,0,0,0,0,1.395307394,0
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY,GOBP,GO:0045736,0,4.696293452,1.997310219,0,0,3.691111676,2.191596622,0,2.023452855,3.737883777,0,0,2.290535663,0
RESPONSE TO ALCOHOL,GOBP,GO:0097305,1.913013736,0,2.137774542,2.796372799,4.690363289,1.8776112,0,2.774008478,2.918493216,0,0,0,0,0
CELL PROLIFERATION,GOBP,GO:0008283,3.35503023,4.191089371,3.768450014,0,1.563802848,0,1.885055705,2.973805558,0,0,0,2.108369299,0,0
POSITIVE REGULATION OF NEURON DEATH,GOBP,GO:1901216,0,0,1.940967433,1.370444035,2.378444441,0,2.216672257,0,1.342848391,0,1.720165548,2.68151985,0,0
POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION,GOBP,GO:0045669,0,0,0,0,2.887859503,1.639290403,0,3.512440791,0,1.668770926,2.457841595,1.551649382,1.841954801,0
REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING,GOBP,GO:1904356,1.645167645,2.329942953,0,0,0,1.625669971,2.700147887,2.360896854,0,0,0,2.391664321,0,1.372664834
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,GOBP,GO:1902041,0,1.389062636,0,1.727626657,0,4.112086079,0,2.423750308,2.892441239,0,0,3.681546655,1.902474868,0
REGULATION OF CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY,GOBP,GO:0000079,0,5.904738383,0,0,1.313399531,2.169237102,2.11360403,2.700066383,0,2.212931115,1.576892682,0,0,0
REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION,GOBP,GO:0046578,1.420405173,2.346904497,0,2.265664531,1.489415962,0,0,0,1.610930142,0,0,2.430007971,1.345246899,0
RESPONSE TO INTERFERON-GAMMA,GOBP,GO:0034341,0,1.75049139,2.61789518,0,3.331205919,1.477019704,0,0,3.660865553,1.517196725,0,1.677730028,0,0
REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION,GOBP,GO:0051056,0,2.684558072,1.594739773,2.96134986,1.551984791,0,0,1.522985155,1.935196889,0,0,2.694632355,0,0
NEGATIVE REGULATION OF WNT SIGNALING PATHWAY,GOBP,GO:0030178,2.054145844,1.518126553,0,1.377406611,3.00558462,2.018088751,0,2.229946264,0,0,0,2.803098912,0,0
REGULATION OF HISTONE MODIFICATION,GOBP,GO:0031056,0,1.300820669,0,2.671964155,0,0,2.481644708,2.887194188,0,0,1.851680081,1.631435818,0,3.57111771
REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS,GOBP,GO:1900542,1.759095683,2.918195036,3.053638685,2.737919783,0,0,0,2.121299129,0,0,0,0,2.107055507,1.818327178
REGULATION OF ACTOMYOSIN STRUCTURE ORGANIZATION,GOBP,GO:0110020,0,1.808946437,0,1.336103463,1.34617069,0,0,1.838432558,1.725035492,0,0,2.490391081,1.580435791,0
CELLULAR RESPONSE TO DRUG,GOBP,GO:0035690,0,2.608799069,1.544227891,0,0,2.018629042,3.37934031,2.671588858,1.813586471,0,0,1.783773936,0,0
CELLULAR RESPONSE TO ORGANIC CYCLIC COMPOUND,GOBP,GO:0071407,0,0,4.905326655,0,2.382874849,2.198479359,2.750325164,1.560529695,0,0,0,3.053803485,2.811942542,0
RESPONSE TO TRANSFORMING GROWTH FACTOR BETA,GOBP,GO:0071559,0,0,0,2.53888603,1.68709208,3.356908412,2.350630145,1.933649703,2.137483636,0,0,2.143873855,0,0
DIVALENT INORGANIC CATION HOMEOSTASIS,GOBP,GO:0072507,1.438087161,0,1.911113653,2.100035867,1.539682993,3.973163668,1.327131321,0,2.492938787,0,0,0,0,0
REGULATION OF ENDOCYTOSIS,GOBP,GO:0030100,0,3.7739278,3.984625482,0,0,2.316241581,2.23095343,2.38180129,3.302604116,0,0,1.891598388,0,0
NEGATIVE REGULATION OF CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY,GOBP,GO:1904030,0,4.636028178,1.968822481,0,0,3.646595824,2.162800072,0,1.971212943,3.693322101,0,0,2.236703217,0
REGULATION OF LIPID BIOSYNTHETIC PROCESS,GOBP,GO:0046890,0,5.271909977,3.560195332,1.604205078,2.464762276,0,0,1.845308334,1.5621847,0,0,0,2.043506685,0
POSITIVE REGULATION OF HEMOPOIESIS,GOBP,GO:1903708,1.354738037,0,0,3.036714765,1.422889222,1.328893616,2.801628933,0,0,2.962653219,2.540060431,0,0,0
POSITIVE REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS,GOBP,GO:1901800,0,1.587471275,0,0,2.091164862,1.988003263,0,1.616082022,0,2.030984573,0,1.413879268,2.186541015,0
RESPONSE TO FIBROBLAST GROWTH FACTOR,GOBP,GO:0071774,0,0,2.501287078,3.064998904,0,1.967390123,0,1.59640604,1.715601719,0,0,1.359043996,2.141795406,0
RESPONSE TO TUMOR NECROSIS FACTOR,GOBP,GO:0034612,0,3.10472576,0,0,2.539809284,3.170516007,0,1.801136067,2.651762159,0,0,1.627135753,3.036478126,0
CELL MORPHOGENESIS INVOLVED IN NEURON DIFFERENTIATION,GOBP,GO:0048667,0,6.060737921,2.13456068,2.305764357,2.333245634,0,3.391127647,0,2.122791449,0,0,2.388082342,0,0
POSITIVE REGULATION OF INNATE IMMUNE RESPONSE,GOBP,GO:0045089,6.955312757,1.83669398,3.271959286,0,2.038744915,0,2.458869786,5.42416763,0,0,0,1.723720751,0,0
ACTIVATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS,GOBP,GO:0006919,1.322680845,3.812562098,0,0,2.364845979,1.303967632,0,1.876520544,0,1.332231465,0,2.632353749,0,0
PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING,GOBP,GO:0014065,3.404127058,0,1.794148956,0,2.097450805,2.024719239,0,2.965157718,3.194013761,0,1.58959927,0,0,0
POSITIVE REGULATION OF PROTEIN BINDING,GOBP,GO:0032092,1.385947554,0,2.023192812,0,2.463707082,2.357415828,0,0,1.97660223,1.395589079,0,3.484953681,0,0
POSITIVE REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY,GOBP,GO:0051091,6.024142651,4.6820303,4.073187404,0,3.364257293,2.369946827,0,2.443937292,3.460581257,0,0,0,0,0
INTERACTION WITH HOST,GOBP,GO:0051701,0,0,3.45326044,0,0,0,2.188167218,2.524446153,1.444683732,0,0,1.923104074,1.509545613,1.551333438
ACTIVATION OF INNATE IMMUNE RESPONSE,GOBP,GO:0002218,6.092127767,2.429267994,2.579191327,0,2.567974089,0,3.097745018,4.835990175,0,0,0,1.70572894,0,0
REGULATION OF PHOSPHATASE ACTIVITY,GOBP,GO:0010921,0,1.75049139,1.85088846,0,4.34485567,3.157754954,0,1.78714001,1.829619774,0,0,3.235054145,0,0
DNA DUPLEX UNWINDING,GOBP,GO:0032508,0,2.534782622,0,3.213194573,2.178752782,3.091856279,2.019602107,4.612104956,0,0,0,0,0,2.188428819
CARDIAC SEPTUM MORPHOGENESIS,GOBP,GO:0060411,0,2.270595113,0,2.789353006,2.805470558,1.586247443,0,1.330590508,1.440432697,0,0,3.230320178,0,0
RESPONSE TO OXIDATIVE STRESS,GOBP,GO:0006979,0,2.23367258,0,1.873912546,0,3.094242533,0,0,1.768981463,0,0,3.681911581,2.548756781,1.663297025
REGULATION OF TELOMERE MAINTENANCE,GOBP,GO:0032204,2.447126051,1.999550914,0,0,0,2.417655477,2.360947772,3.030217203,0,0,0,2.750613851,0,1.883077659
PEPTIDYL-TYROSINE MODIFICATION,GOBP,GO:0018212,1.681084545,0,4.829368244,0,3.64870706,2.512724656,3.378652746,2.835593314,2.800585991,0,0,0,0,0
REGULATION OF NUCLEOTIDE CATABOLIC PROCESS,GOBP,GO:0030811,2.416539273,1.970066178,4.172955219,2.477783408,0,1.386179303,0,2.000082716,0,0,0,0,1.319189248,0
REGULATION OF ATP METABOLIC PROCESS,GOBP,GO:1903578,1.945829385,3.233423982,3.3716653,2.996119718,0,0,0,2.366834586,0,0,0,0,1.555829657,1.827875184
AXON DEVELOPMENT,GOBP,GO:0061564,0,6.366850264,1.716519477,3.157460405,2.465443227,0,4.354168025,0,1.836209621,0,0,1.842566513,0,0
REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE,GOBP,GO:0032210,1.746350175,2.482181979,0,0,0,1.726667183,2.855652865,2.513450867,0,0,0,2.83878448,0,1.574308539
CELLULAR RESPONSE TO HYPOXIA,GOBP,GO:0071456,0,0,0,4.206360724,0,2.200689897,1.378281762,0,1.349247357,0,1.375937118,3.291277191,3.194151539,0
POSITIVE REGULATION OF STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE,GOBP,GO:0070304,1.608856549,8.746674772,3.687633111,0,2.549481973,0,2.341061199,0,0,0,1.656994864,1.81848942,0,0
REGULATION OF DEPHOSPHORYLATION,GOBP,GO:0035303,0,1.498666094,1.594774854,0,3.912015624,3.703058173,0,2.954414405,3.297205789,0,0,3.355910771,0,0
REGULATION OF BMP SIGNALING PATHWAY,GOBP,GO:0030510,3.227349831,0,0,3.309719226,0,3.187801573,0,1.766317656,3.208702985,0,1.543560012,4.51066511,0,0
POSITIVE REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS,GOBP,GO:1903846,2.251098867,1.939524759,1.997310219,2.293344661,2.304258666,0,5.21573597,0,2.023452855,0,0,0,0,0
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR-MEDIATED SIGNALING PATHWAY,GOBP,GO:1903265,0,2.779082482,0,0,0,0,1.349274745,0,2.46840759,1.384557981,0,4.272273466,1.549296292,1.334556158
REGULATION OF FATTY ACID METABOLIC PROCESS,GOBP,GO:0019217,2.275070187,1.834091011,0,3.448819491,2.351411885,0,0,0,2.297824663,2.289921132,0,0,1.62130413,0
REGULATION OF INNATE IMMUNE RESPONSE,GOBP,GO:0045088,5.751673135,2.895430732,3.11071065,0,2.157199365,0,1.885055705,4.293018154,0,0,0,1.741067325,0,0
POSITIVE REGULATION OF DNA BIOSYNTHETIC PROCESS,GOBP,GO:2000573,1.544186886,2.178325363,0,0,0,1.524899957,2.544811471,3.276163176,0,0,0,1.974672703,0,1.671137047
ENDOTHELIAL CELL MIGRATION,GOBP,GO:0043542,0,0,1.316886681,0,1.606705728,2.620541302,1.499608376,2.226802842,1.879069964,0,0,1.611916701,0,0
NEGATIVE REGULATION OF TRANSPORT,GOBP,GO:0051051,1.653143518,2.050464652,2.210673019,2.375426965,0,3.626501933,0,1.578225206,2.286160273,0,0,0,0,0
POSITIVE REGULATION OF CELL CYCLE PROCESS,GOBP,GO:0090068,0,2.26095978,1.76586538,0,1.696092029,2.258024477,0,3.755597343,0,0,0,0,1.631707467,1.979232821
DNA GEOMETRIC CHANGE,GOBP,GO:0032392,0,2.420303949,0,3.093478091,2.091164862,4.060602059,2.89772861,4.431627362,0,0,0,0,0,1.986980328
RESPONSE TO LIPOPOLYSACCHARIDE,GOBP,GO:0032496,2.934088677,2.128379752,3.697157748,0,2.300924612,1.484858639,2.77541878,0,3.196043421,0,0,0,0,0
RESPONSE TO MOLECULE OF BACTERIAL ORIGIN,GOBP,GO:0002237,2.813669045,2.646304168,4.310509821,0,2.955691474,1.411490347,2.656732335,0,3.704572603,0,0,0,0,0
REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR,GOBP,GO:1901796,2.142553443,4.804221255,0,0,0,5.938961098,2.036260347,4.885396915,0,1.400265822,0,2.25545196,0,0
B CELL ACTIVATION,GOBP,GO:0042113,1.581422453,0,5.594409209,0,0,2.375331326,1.502840451,1.888670146,2.479969394,0,0,1.450140245,0,0
POSITIVE REGULATION OF STRESS-ACTIVATED MAPK CASCADE,GOBP,GO:0032874,1.622875245,8.804269215,3.717060549,0,2.569037584,0,2.360268097,0,0,0,1.683263957,1.87376114,0,0
EPITHELIAL TUBE MORPHOGENESIS,GOBP,GO:0060562,1.59732304,1.637636418,0,2.3820708,6.011775385,1.563676374,0,0,1.373929861,0,0,2.629101494,0,0
STEM CELL DIFFERENTIATION,GOBP,GO:0048863,0,1.923879593,1.304919802,1.693851165,2.588872948,0,1.557825101,0,2.197349628,0,1.710024632,0,0,0
POSITIVE REGULATION OF OSSIFICATION,GOBP,GO:0045778,1.349094526,0,0,0,2.406149644,2.300277735,0,2.874079819,0,2.344419473,2.400906342,1.588986307,0,0
REGULATION OF EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,GOBP,GO:0042058,0,1.859877415,6.364762553,1.370444035,0,3.362787731,0,2.837540651,1.342848391,0,0,1.873738898,0,0
ADULT LOCOMOTORY BEHAVIOR,GOBP,GO:0008344,0,1.323210209,1.377513787,1.659085445,0,0,1.561736967,1.343081024,1.466236747,0,1.652495431,0,0,0
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY,GOBP,GO:2001236,1.681084545,1.981171564,0,0,0,5.634777624,0,2.019029111,1.483655191,0,0,2.782261214,1.49390189,0
CELLULAR RESPONSE TO ACID CHEMICAL,GOBP,GO:0071229,0,0,1.726696289,3.135164203,2.269632949,0,2.898416639,0,2.792071962,0,0,1.322881631,0,2.03126157
CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN CELL-CELL SIGNALING,GOBP,GO:1905114,0,0,1.707105256,0,3.178583967,2.268858821,1.57619398,3.415064792,1.302095651,0,0,2.003993075,0,0
AXONOGENESIS,GOBP,GO:0007409,0,5.961666206,1.892359311,2.632587838,1.965748784,0,3.841274528,0,1.648795906,0,0,1.858319738,0,0
MORPHOGENESIS OF AN EPITHELIUM,GOBP,GO:0002009,1.657136624,3.264592683,2.21624101,2.380515533,6.54719283,0,0,1.582686893,0,0,0,2.924532906,0,0
REGULATION OF FAT CELL DIFFERENTIATION,GOBP,GO:0045598,0,0,0,3.95799093,1.944191988,1.842581657,0,0,0,1.884898956,2.760449955,2.954649824,1.876243521,0
REGULATION OF UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS,GOBP,GO:2000058,2.441159221,0,0,0,1.673029942,3.332271526,0,1.915457294,0,1.61572881,0,3.085412578,1.342126693,0
POSITIVE REGULATION OF LIPASE ACTIVITY,GOBP,GO:0060193,0,2.10979253,3.253992873,1.538429474,1.548770886,0,1.442395508,3.181957029,2.308550103,0,0,0,0,0
POSITIVE REGULATION OF FAT CELL DIFFERENTIATION,GOBP,GO:0045600,0,0,0,1.620780661,1.631214272,1.561088963,0,1.306267761,0,1.590332026,3.049994172,1.696127438,0,0
POSITIVE REGULATION OF LIPID METABOLIC PROCESS,GOBP,GO:0045834,0,2.031035563,5.993717588,1.776709092,1.791590977,1.691829957,0,2.900348697,1.978466544,0,0,0,0,0
RESPONSE TO STARVATION,GOBP,GO:0042594,0,1.400550744,2.891389424,1.999967659,0,4.467440009,0,0,1.450001994,0,0,4.541721039,1.979614959,0
REGULATION OF INTERLEUKIN-2 PRODUCTION,GOBP,GO:0032663,1.645167645,1.348808148,1.403319656,1.685757594,1.696257305,0,1.58814516,0,2.105059602,0,0,0,0,0
INNATE IMMUNE RESPONSE-ACTIVATING SIGNAL TRANSDUCTION,GOBP,GO:0002758,6.470521555,2.652390756,2.805823806,0,1.962116395,0,2.509887803,3.479101581,0,0,0,1.55880169,0,0
THYMUS DEVELOPMENT,GOBP,GO:0048538,1.881326239,1.577652228,0,0,1.933412654,0,1.823110242,1.598189922,1.383124846,0,0,0,0,1.855525948
POSITIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY,GOBP,GO:0030511,2.251098867,1.939524759,1.997310219,2.293344661,2.304258666,0,5.21573597,0,2.023452855,0,0,0,0,0
REGULATION OF EPITHELIAL CELL MIGRATION,GOBP,GO:0010632,0,2.037050016,2.901146455,0,2.846457805,2.678826086,0,1.440782414,3.428188387,0,0,2.865990691,0,0
POSITIVE REGULATION OF CELLULAR CARBOHYDRATE METABOLIC PROCESS,GOBP,GO:0010676,0,1.389062636,3.643558879,1.727626657,0,4.112086079,4.033289049,2.423750308,0,0,0,2.08311457,0,0
POSITIVE REGULATION OF PHOSPHOLIPASE ACTIVITY,GOBP,GO:0010518,0,1.348808148,3.557307073,1.685757594,1.696257305,0,1.58814516,2.360896854,2.760378869,0,0,0,0,0
PEPTIDYL-TYROSINE PHOSPHORYLATION,GOBP,GO:0018108,1.703844881,0,4.886053193,0,3.689208023,2.544054427,3.41860054,2.874142793,2.87521434,0,0,0,0,0
REGULATION OF MYELOID CELL DIFFERENTIATION,GOBP,GO:0045637,0,2.006405611,2.130046749,3.678563781,0,1.871309149,3.393507402,0,0,2.715436173,1.712403867,0,0,0
"CHROMOSOME, TELOMERIC REGION",GOCC,GO:0000781,1.719317573,0,0,0,1.791590977,1.691829957,1.639081378,2.900348697,0,0,0,1.953427164,0,3.601927802
LYSOSOMAL MEMBRANE,GOCC,GO:0005765,0,0,3.67874042,2.507446766,0,1.716057806,0,1.694531275,2.282687324,0,0,2.506143776,0,1.345856439
